date,dom,user-action,session-Id,total-balance,account-from,main-savings-balance,main-savings-status,next-action,current-state-features,next-state-features
2024-01-02 08:24:17.455747,2,Account_Details,3a4c4630-5f1c-4312-864a-53ac9060b8f1,1651808.0,,335112.0,FLAT,Transaction_Historical,2:Account_Details:FLAT,2:Transaction_Historical:FLAT
2024-01-02 08:48:17.455747,2,Transaction_Historical,3a4c4630-5f1c-4312-864a-53ac9060b8f1,1651808.0,,335112.0,FLAT,Dashboard,2:Transaction_Historical:FLAT,2:Dashboard:FLAT
2024-01-02 09:01:01.096066,2,Dashboard,8ba84c06-fbc1-4995-9fe9-1a297f18da82,1651808.0,,335112.0,FLAT,Account_Details,2:Dashboard:FLAT,2:Account_Details:FLAT
2024-01-02 09:14:01.096066,2,Account_Details,8ba84c06-fbc1-4995-9fe9-1a297f18da82,1651808.0,,335112.0,FLAT,Transaction_Historical,2:Account_Details:FLAT,2:Transaction_Historical:FLAT
2024-01-02 09:20:01.096066,2,Transaction_Historical,8ba84c06-fbc1-4995-9fe9-1a297f18da82,1651808.0,,335112.0,FLAT,Dashboard,2:Transaction_Historical:FLAT,2:Dashboard:FLAT
2024-01-02 13:41:27.098753,2,Dashboard,273a67aa-2a8e-4ef0-8822-d67264564d9f,1651808.0,,335112.0,FLAT,Dashboard,2:Dashboard:FLAT,2:Dashboard:FLAT
2024-01-02 19:13:09.685244,2,Dashboard,e318b118-f6eb-4c24-beae-824e249d1507,1651808.0,,335112.0,FLAT,Dashboard,2:Dashboard:FLAT,4:Dashboard:FLAT
2024-01-04 00:26:03.078424,4,Dashboard,d8c7e58b-79aa-4e29-beb6-17ba50c9b683,1651808.0,,335112.0,FLAT,Dashboard,4:Dashboard:FLAT,4:Dashboard:FLAT
2024-01-04 07:55:23.125831,4,Dashboard,059fbaaa-0fc9-40b3-94f6-74ca546e8739,1651808.0,,335112.0,FLAT,Account_Details,4:Dashboard:FLAT,4:Account_Details:FLAT
2024-01-04 07:57:23.125831,4,Account_Details,059fbaaa-0fc9-40b3-94f6-74ca546e8739,1651808.0,,335112.0,FLAT,Transaction_Historical,4:Account_Details:FLAT,4:Transaction_Historical:FLAT
2024-01-04 07:59:23.125831,4,Transaction_Historical,059fbaaa-0fc9-40b3-94f6-74ca546e8739,1651808.0,,335112.0,FLAT,Dashboard,4:Transaction_Historical:FLAT,4:Dashboard:FLAT
2024-01-04 09:32:59.870427,4,Dashboard,b9b331ba-1758-4a08-95b3-bb1a45665016,1651808.0,,335112.0,FLAT,Account_Details,4:Dashboard:FLAT,4:Account_Details:FLAT
2024-01-04 09:55:59.870427,4,Account_Details,b9b331ba-1758-4a08-95b3-bb1a45665016,1651808.0,,335112.0,FLAT,Dashboard,4:Account_Details:FLAT,4:Dashboard:FLAT
2024-01-04 18:59:02.427960,4,Dashboard,45ffc05a-9c2b-432c-bad6-4ad2441fcfce,1651808.0,,335112.0,FLAT,Account_Details,4:Dashboard:FLAT,4:Account_Details:FLAT
2024-01-04 18:59:02.427960,4,Account_Details,45ffc05a-9c2b-432c-bad6-4ad2441fcfce,1651808.0,,335112.0,FLAT,Transaction_Historical,4:Account_Details:FLAT,4:Transaction_Historical:FLAT
2024-01-04 18:59:02.427960,4,Transaction_Historical,45ffc05a-9c2b-432c-bad6-4ad2441fcfce,1651808.0,,335112.0,FLAT,Dashboard,4:Transaction_Historical:FLAT,5:Dashboard:FLAT
2024-01-05 01:39:35.500292,5,Dashboard,7775b621-e17f-462b-a186-6a2319191700,1651808.0,,335112.0,FLAT,Account_Details,5:Dashboard:FLAT,5:Account_Details:FLAT
2024-01-05 01:45:35.500292,5,Account_Details,7775b621-e17f-462b-a186-6a2319191700,1651808.0,,335112.0,FLAT,Dashboard,5:Account_Details:FLAT,5:Dashboard:FLAT
2024-01-05 07:04:18.519742,5,Dashboard,7940d81f-3858-4ad0-a48f-c9cd5b1094df,1651808.0,,335112.0,FLAT,Account_Details,5:Dashboard:FLAT,5:Account_Details:FLAT
2024-01-05 07:25:18.519742,5,Account_Details,7940d81f-3858-4ad0-a48f-c9cd5b1094df,1651808.0,,335112.0,FLAT,Transaction_Historical,5:Account_Details:FLAT,5:Transaction_Historical:FLAT
2024-01-05 07:39:18.519742,5,Transaction_Historical,7940d81f-3858-4ad0-a48f-c9cd5b1094df,1651808.0,,335112.0,FLAT,Dashboard,5:Transaction_Historical:FLAT,5:Dashboard:FLAT
2024-01-05 07:22:36.689809,5,Dashboard,80bd1cfa-75ae-4f22-8536-d7d0827f3180,1651808.0,,335112.0,FLAT,Dashboard,5:Dashboard:FLAT,5:Dashboard:FLAT
2024-01-05 10:44:56.334199,5,Dashboard,c1280458-6539-4ead-be6b-5b266ea0748a,1651808.0,,335112.0,FLAT,Account_Details,5:Dashboard:FLAT,5:Account_Details:FLAT
2024-01-05 10:56:56.334199,5,Account_Details,c1280458-6539-4ead-be6b-5b266ea0748a,1651808.0,,335112.0,FLAT,Dashboard,5:Account_Details:FLAT,5:Dashboard:FLAT
2024-01-05 22:02:40.000289,5,Dashboard,38866580-8811-4af4-b01e-b24411052be9,1651808.0,,335112.0,FLAT,Account_Details,5:Dashboard:FLAT,5:Account_Details:FLAT
2024-01-05 22:53:40.000289,5,Account_Details,38866580-8811-4af4-b01e-b24411052be9,1651808.0,,335112.0,FLAT,Dashboard,5:Account_Details:FLAT,6:Dashboard:FLAT
2024-01-06 02:47:52.743273,6,Dashboard,b925af1c-d016-46b1-8326-32e4f3177c24,1651808.0,,335112.0,FLAT,Dashboard,6:Dashboard:FLAT,6:Dashboard:FLAT
2024-01-06 03:12:29.482449,6,Dashboard,1865b10b-8cc2-419b-b1b1-88339b3c9526,1651808.0,,335112.0,FLAT,Dashboard,6:Dashboard:FLAT,6:Dashboard:FLAT
2024-01-06 08:52:35.111636,6,Dashboard,83206924-afca-4502-b297-4001520a8fb5,1651808.0,,335112.0,FLAT,Dashboard,6:Dashboard:FLAT,6:Dashboard:FLAT
2024-01-06 21:20:18.852091,6,Dashboard,8a1ad68f-8048-4aff-aacb-81f0c0c8c67a,1651808.0,,335112.0,FLAT,Account_Details,6:Dashboard:FLAT,6:Account_Details:FLAT
2024-01-06 21:38:18.852091,6,Account_Details,8a1ad68f-8048-4aff-aacb-81f0c0c8c67a,1651808.0,,335112.0,FLAT,Transaction_Historical,6:Account_Details:FLAT,6:Transaction_Historical:FLAT
2024-01-06 21:39:18.852091,6,Transaction_Historical,8a1ad68f-8048-4aff-aacb-81f0c0c8c67a,1651808.0,,335112.0,FLAT,Dashboard,6:Transaction_Historical:FLAT,7:Dashboard:FLAT
2024-01-07 04:22:43.945458,7,Dashboard,86378527-f2fe-43e2-89eb-baa2e20ba2f3,1651808.0,,335112.0,FLAT,Account_Details,7:Dashboard:FLAT,7:Account_Details:FLAT
2024-01-07 04:26:43.945458,7,Account_Details,86378527-f2fe-43e2-89eb-baa2e20ba2f3,1651808.0,,335112.0,FLAT,Transaction_Historical,7:Account_Details:FLAT,7:Transaction_Historical:FLAT
2024-01-07 04:46:43.945458,7,Transaction_Historical,86378527-f2fe-43e2-89eb-baa2e20ba2f3,1651808.0,,335112.0,FLAT,Dashboard,7:Transaction_Historical:FLAT,7:Dashboard:FLAT
2024-01-07 08:03:02.853402,7,Dashboard,d3002ea5-18c2-4af6-a9ba-1b4c2675f27d,1651808.0,,335112.0,FLAT,Dashboard,7:Dashboard:FLAT,7:Dashboard:FLAT
2024-01-07 08:57:39.737610,7,Dashboard,32c468bb-82f9-43a2-a929-1ef9ee6a0bfe,1651808.0,,335112.0,FLAT,Dashboard,7:Dashboard:FLAT,7:Dashboard:FLAT
2024-01-07 22:05:54.407145,7,Dashboard,14b9daa5-b5e4-470f-9e09-a9ce9c010ade,1651808.0,,335112.0,FLAT,Dashboard,7:Dashboard:FLAT,8:Dashboard:FLAT
2024-01-08 00:10:55.709523,8,Dashboard,a59e509c-8c2b-4333-955e-d0ca6b5f4087,1651808.0,,335112.0,FLAT,Dashboard,8:Dashboard:FLAT,8:Dashboard:FLAT
2024-01-08 01:55:14.574833,8,Dashboard,cc840ca0-d4e8-432d-82ac-9ae795dc8221,1651808.0,,335112.0,FLAT,Account_Details,8:Dashboard:FLAT,8:Account_Details:FLAT
2024-01-08 01:58:14.574833,8,Account_Details,cc840ca0-d4e8-432d-82ac-9ae795dc8221,1651808.0,,335112.0,FLAT,Dashboard,8:Account_Details:FLAT,8:Dashboard:FLAT
2024-01-08 18:24:06.432536,8,Dashboard,09fef2d4-9840-443b-949c-eef6479763dd,1651808.0,,335112.0,FLAT,Account_Details,8:Dashboard:FLAT,8:Account_Details:FLAT
2024-01-08 18:43:06.432536,8,Account_Details,09fef2d4-9840-443b-949c-eef6479763dd,1651808.0,,335112.0,FLAT,Dashboard,8:Account_Details:FLAT,8:Dashboard:FLAT
2024-01-08 21:20:55.454436,8,Dashboard,14a17881-bfa9-493f-a174-ee0210b24963,1651808.0,,335112.0,FLAT,Dashboard,8:Dashboard:FLAT,9:Dashboard:FLAT
2024-01-09 11:27:00.995355,9,Dashboard,0a73ccc9-1e84-4665-b252-83c22034c535,1651808.0,,335112.0,FLAT,Dashboard,9:Dashboard:FLAT,9:Dashboard:FLAT
2024-01-09 14:23:07.533304,9,Dashboard,4349a2c4-aecf-4362-a03a-0e3ec9c8caeb,1651808.0,,335112.0,FLAT,Account_Details,9:Dashboard:FLAT,9:Account_Details:FLAT
2024-01-09 14:46:07.533304,9,Account_Details,4349a2c4-aecf-4362-a03a-0e3ec9c8caeb,1651808.0,,335112.0,FLAT,Dashboard,9:Account_Details:FLAT,9:Dashboard:FLAT
2024-01-09 17:18:03.672947,9,Dashboard,c0557223-4c08-4859-91e0-d5600a8f9df1,1651808.0,,335112.0,FLAT,Dashboard,9:Dashboard:FLAT,9:Dashboard:FLAT
2024-01-09 21:10:03.366244,9,Dashboard,48f43097-1b43-432e-9f38-981d26a0efd5,1651808.0,,335112.0,FLAT,Account_Details,9:Dashboard:FLAT,9:Account_Details:FLAT
2024-01-09 21:18:03.366244,9,Account_Details,48f43097-1b43-432e-9f38-981d26a0efd5,1651808.0,,335112.0,FLAT,Dashboard,9:Account_Details:FLAT,9:Dashboard:FLAT
2024-01-09 22:35:32.301692,9,Dashboard,052f981e-41dc-4c64-9a38-1368fcd6b69b,1651808.0,,335112.0,FLAT,Dashboard,9:Dashboard:FLAT,10:Dashboard:FLAT
2024-01-10 04:13:38.063836,10,Dashboard,4a2f3e22-e400-418d-a980-2546134f7ea0,1651808.0,,335112.0,FLAT,Account_Details,10:Dashboard:FLAT,10:Account_Details:FLAT
2024-01-10 04:44:38.063836,10,Account_Details,4a2f3e22-e400-418d-a980-2546134f7ea0,1651808.0,,335112.0,FLAT,Transaction_Historical,10:Account_Details:FLAT,10:Transaction_Historical:FLAT
2024-01-10 04:47:38.063836,10,Transaction_Historical,4a2f3e22-e400-418d-a980-2546134f7ea0,1651808.0,,335112.0,FLAT,Dashboard,10:Transaction_Historical:FLAT,10:Dashboard:FLAT
2024-01-10 13:14:56.874977,10,Dashboard,d0b33629-31f7-4634-9ed1-efeb16ab6c29,1651808.0,,335112.0,FLAT,Account_Details,10:Dashboard:FLAT,10:Account_Details:FLAT
2024-01-10 13:26:56.874977,10,Account_Details,d0b33629-31f7-4634-9ed1-efeb16ab6c29,1651808.0,,335112.0,FLAT,Dashboard,10:Account_Details:FLAT,10:Dashboard:FLAT
2024-01-10 13:45:31.470953,10,Dashboard,aa75683a-ae26-4ccd-9726-99187830a593,1651808.0,,335112.0,FLAT,Dashboard,10:Dashboard:FLAT,10:Dashboard:FLAT
2024-01-10 22:43:02.987752,10,Dashboard,a7fe4292-be6e-445b-980a-0c829d8d88f9,1651808.0,,335112.0,FLAT,Dashboard,10:Dashboard:FLAT,13:Dashboard:FLAT
2024-01-13 20:57:21.291030,13,Dashboard,dbac0f3e-0008-46e6-89f9-c736e7cbf13b,1651808.0,,335112.0,FLAT,Dashboard,13:Dashboard:FLAT,14:Dashboard:POSITIVE
2024-01-14 00:06:11.050800,14,Dashboard,50a70950-71b9-4479-a8fc-10ca4a69e91d,1676808.0,,360112.0,POSITIVE,BENEF_INTERBANK_PAYMENT:RENT,14:Dashboard:POSITIVE,14:BENEF_INTERBANK_PAYMENT:RENT:NEGATIVE
2024-01-14 00:29:11.050800,14,BENEF_INTERBANK_PAYMENT:RENT,50a70950-71b9-4479-a8fc-10ca4a69e91d,1666808.0,,350112.0,NEGATIVE,PAYMENT_EXPRESS:PURCHASES,14:BENEF_INTERBANK_PAYMENT:RENT:NEGATIVE,14:PAYMENT_EXPRESS:PURCHASES:NEGATIVE
2024-01-14 00:46:11.050800,14,PAYMENT_EXPRESS:PURCHASES,50a70950-71b9-4479-a8fc-10ca4a69e91d,1660040.0,,343344.0,NEGATIVE,BENEF_INTERBANK_PAYMENT:FINANCIAMIENTO,14:PAYMENT_EXPRESS:PURCHASES:NEGATIVE,14:BENEF_INTERBANK_PAYMENT:FINANCIAMIENTO:NEGATIVE
2024-01-14 00:48:11.050800,14,BENEF_INTERBANK_PAYMENT:FINANCIAMIENTO,50a70950-71b9-4479-a8fc-10ca4a69e91d,1652063.0,,335367.0,NEGATIVE,Dashboard,14:BENEF_INTERBANK_PAYMENT:FINANCIAMIENTO:NEGATIVE,14:Dashboard:FLAT
2024-01-14 00:42:11.932177,14,Dashboard,1eb7a248-1be5-40d6-ba32-83ce08506fb0,1652063.0,,335367.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 00:52:50.480745,14,Dashboard,7cd00766-510d-4ba0-a8a8-c3fb99b7fe72,1652063.0,,335367.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 01:14:04.333496,14,Dashboard,73fa4f7f-3c12-4a40-83dd-a9d6c9850e20,1652063.0,,335367.0,FLAT,SERVICE_PAYMENT:ELECTRICITY,14:Dashboard:FLAT,14:SERVICE_PAYMENT:ELECTRICITY:NEGATIVE
2024-01-14 01:37:04.333496,14,SERVICE_PAYMENT:ELECTRICITY,73fa4f7f-3c12-4a40-83dd-a9d6c9850e20,1649979.0,,333283.0,NEGATIVE,SERVICE_PAYMENT:INTERNET,14:SERVICE_PAYMENT:ELECTRICITY:NEGATIVE,14:SERVICE_PAYMENT:INTERNET:NEGATIVE
2024-01-14 01:48:04.333496,14,SERVICE_PAYMENT:INTERNET,73fa4f7f-3c12-4a40-83dd-a9d6c9850e20,1647579.0,,330883.0,NEGATIVE,SERVICE_PAYMENT:PHONE,14:SERVICE_PAYMENT:INTERNET:NEGATIVE,14:SERVICE_PAYMENT:PHONE:NEGATIVE
2024-01-14 01:53:04.333496,14,SERVICE_PAYMENT:PHONE,73fa4f7f-3c12-4a40-83dd-a9d6c9850e20,1646078.0,,329382.0,NEGATIVE,Dashboard,14:SERVICE_PAYMENT:PHONE:NEGATIVE,14:Dashboard:FLAT
2024-01-14 01:20:52.565825,14,Dashboard,37b7f6e9-8aae-4be6-b6d1-27b4f22b0429,1646078.0,,329382.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 01:27:19.098403,14,Dashboard,f5c8471d-b0d8-44dc-bdb6-42a9dcb46976,1646078.0,,329382.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 01:55:19.098403,14,Account_Details,f5c8471d-b0d8-44dc-bdb6-42a9dcb46976,1646078.0,,329382.0,FLAT,SERVICE_PAYMENT:NETFLIX,14:Account_Details:FLAT,14:SERVICE_PAYMENT:NETFLIX:NEGATIVE
2024-01-14 01:56:19.098403,14,SERVICE_PAYMENT:NETFLIX,f5c8471d-b0d8-44dc-bdb6-42a9dcb46976,1645478.0,,328782.0,NEGATIVE,Dashboard,14:SERVICE_PAYMENT:NETFLIX:NEGATIVE,14:Dashboard:FLAT
2024-01-14 01:44:57.992518,14,Dashboard,7541f99c-f58e-45eb-aec5-88cefe7ac22e,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 01:46:57.992518,14,Account_Details,7541f99c-f58e-45eb-aec5-88cefe7ac22e,1645478.0,,328782.0,FLAT,Transaction_Historical,14:Account_Details:FLAT,14:Transaction_Historical:FLAT
2024-01-14 01:55:57.992518,14,Transaction_Historical,7541f99c-f58e-45eb-aec5-88cefe7ac22e,1645478.0,,328782.0,FLAT,Dashboard,14:Transaction_Historical:FLAT,14:Dashboard:FLAT
2024-01-14 01:55:51.506372,14,Dashboard,0d3bd4e5-27ef-4bf1-be75-9518c33fa180,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 01:55:51.506372,14,Account_Details,0d3bd4e5-27ef-4bf1-be75-9518c33fa180,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 03:29:03.061008,14,Dashboard,f6d5db89-35b5-46c4-84a7-c6c354da1837,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 03:32:04.487847,14,Dashboard,3db8e5ea-28c9-4ae1-bc48-533e2e496336,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 03:36:04.487847,14,Account_Details,3db8e5ea-28c9-4ae1-bc48-533e2e496336,1645478.0,,328782.0,FLAT,Transaction_Historical,14:Account_Details:FLAT,14:Transaction_Historical:FLAT
2024-01-14 03:50:04.487847,14,Transaction_Historical,3db8e5ea-28c9-4ae1-bc48-533e2e496336,1645478.0,,328782.0,FLAT,Dashboard,14:Transaction_Historical:FLAT,14:Dashboard:FLAT
2024-01-14 04:11:00.411226,14,Dashboard,fcc89b1c-2b18-4a24-bf99-06772454c57b,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 04:23:47.874299,14,Dashboard,aacc19a7-76ca-4952-a6a4-e7f3d7bc597c,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 04:54:47.874299,14,Account_Details,aacc19a7-76ca-4952-a6a4-e7f3d7bc597c,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 05:46:52.715253,14,Dashboard,5c3cd6a2-6536-46eb-9ae1-90ad079eb9b5,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 06:12:35.632994,14,Dashboard,2b436a34-0f94-4828-a04f-346baae1f440,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 06:23:13.355802,14,Dashboard,c826005e-97f9-481c-80fa-dc713665f661,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 06:27:31.441685,14,Dashboard,d04d0ab1-9ddd-413e-bb98-b4508f1ccd86,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 06:27:57.092978,14,Dashboard,37e5dbf3-ee12-454f-82ff-ed463a3d77a2,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 06:32:41.253952,14,Dashboard,b58a89dc-4ee5-4358-8bec-f71786550cce,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 06:55:41.253952,14,Account_Details,b58a89dc-4ee5-4358-8bec-f71786550cce,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 06:38:43.555235,14,Dashboard,6e1ef502-88a3-4563-bd31-f3d303f04d90,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 06:43:43.555235,14,Account_Details,6e1ef502-88a3-4563-bd31-f3d303f04d90,1645478.0,,328782.0,FLAT,Transaction_Historical,14:Account_Details:FLAT,14:Transaction_Historical:FLAT
2024-01-14 06:58:43.555235,14,Transaction_Historical,6e1ef502-88a3-4563-bd31-f3d303f04d90,1645478.0,,328782.0,FLAT,Dashboard,14:Transaction_Historical:FLAT,14:Dashboard:FLAT
2024-01-14 06:51:17.374236,14,Dashboard,b76fa08c-b23e-4edc-b392-6ed734936df5,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 06:58:17.374236,14,Account_Details,b76fa08c-b23e-4edc-b392-6ed734936df5,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 07:53:57.042114,14,Dashboard,1fc19add-ea93-4c5c-85b4-74c0da71cbbf,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 08:06:50.068013,14,Dashboard,dfe96d9b-86f4-443c-9a9a-bab70b47a311,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 08:41:50.068013,14,Account_Details,dfe96d9b-86f4-443c-9a9a-bab70b47a311,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 08:21:27.735648,14,Dashboard,5eebba41-eb34-4321-9d02-23c99dcc6578,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 08:46:27.735648,14,Account_Details,5eebba41-eb34-4321-9d02-23c99dcc6578,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 08:27:31.213304,14,Dashboard,a530e902-e063-49fd-ad7b-cdd1f105e97d,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 08:38:31.213304,14,Account_Details,a530e902-e063-49fd-ad7b-cdd1f105e97d,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 08:34:26.406512,14,Dashboard,28f48945-7c08-41a6-a402-8fe1f4e3dc05,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 08:54:26.406512,14,Account_Details,28f48945-7c08-41a6-a402-8fe1f4e3dc05,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 08:51:39.841699,14,Dashboard,25dd3f21-2d57-400d-b168-5a46105341c1,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 08:59:39.841699,14,Account_Details,25dd3f21-2d57-400d-b168-5a46105341c1,1645478.0,,328782.0,FLAT,Transaction_Historical,14:Account_Details:FLAT,14:Transaction_Historical:FLAT
2024-01-14 08:59:39.841699,14,Transaction_Historical,25dd3f21-2d57-400d-b168-5a46105341c1,1645478.0,,328782.0,FLAT,Dashboard,14:Transaction_Historical:FLAT,14:Dashboard:FLAT
2024-01-14 09:15:15.682130,14,Dashboard,6486425a-0080-418e-99cd-fd5bdd325108,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 09:17:41.634002,14,Dashboard,7582be33-1d3a-4060-ad91-f33b4769a517,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 09:26:50.366540,14,Dashboard,29c9ed6c-41bc-4df0-8de9-d6d069fad3a6,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 09:43:50.366540,14,Account_Details,29c9ed6c-41bc-4df0-8de9-d6d069fad3a6,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 09:57:20.614535,14,Dashboard,f28856c9-3371-4c56-ba22-2a8af3f84c0e,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 09:59:20.614535,14,Account_Details,f28856c9-3371-4c56-ba22-2a8af3f84c0e,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 10:03:37.573520,14,Dashboard,5a2d5909-bccb-47c4-a5d6-6d4ce2baa367,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 11:03:29.886597,14,Dashboard,9b2852e1-94dd-4330-88b6-c1a5ae0f8ad4,1645478.0,,328782.0,FLAT,Account_Details,14:Dashboard:FLAT,14:Account_Details:FLAT
2024-01-14 11:58:29.886597,14,Account_Details,9b2852e1-94dd-4330-88b6-c1a5ae0f8ad4,1645478.0,,328782.0,FLAT,Dashboard,14:Account_Details:FLAT,14:Dashboard:FLAT
2024-01-14 11:07:52.365942,14,Dashboard,7b8b0480-0a96-4f8c-9ea3-1a22164ae483,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
2024-01-14 11:25:44.600706,14,Dashboard,227c3f96-5d09-425d-923e-b72d66d35af7,1645478.0,,328782.0,FLAT,Dashboard,14:Dashboard:FLAT,14:Dashboard:FLAT
